rownumber;Date;Day;Month;Year
3977;2010-11-20;20;11;2010
3978;2010-11-21;21;11;2010
3979;2010-11-22;22;11;2010
3980;2010-11-23;23;11;2010
3981;2010-11-24;24;11;2010
3982;2010-11-25;25;11;2010
3983;2010-11-26;26;11;2010
3984;2010-11-27;27;11;2010
3985;2010-11-28;28;11;2010
3986;2010-11-29;29;11;2010
3987;2010-11-30;30;11;2010
3988;2010-12-01;1;12;2010
3989;2010-12-02;2;12;2010
3990;2010-12-03;3;12;2010
3991;2010-12-04;4;12;2010
3992;2010-12-05;5;12;2010
3993;2010-12-06;6;12;2010
3994;2010-12-07;7;12;2010
3995;2010-12-08;8;12;2010
3996;2010-12-09;9;12;2010
3997;2010-12-10;10;12;2010
3998;2010-12-11;11;12;2010
3999;2010-12-12;12;12;2010
4000;2010-12-13;13;12;2010
4001;2010-12-14;14;12;2010
4002;2010-12-15;15;12;2010
4003;2010-12-16;16;12;2010
4004;2010-12-17;17;12;2010
4005;2010-12-18;18;12;2010
4006;2010-12-19;19;12;2010
4007;2010-12-20;20;12;2010
4008;2010-12-21;21;12;2010
4009;2010-12-22;22;12;2010
4010;2010-12-23;23;12;2010
4011;2010-12-24;24;12;2010
4012;2010-12-25;25;12;2010
4013;2010-12-26;26;12;2010
4014;2010-12-27;27;12;2010
4015;2010-12-28;28;12;2010
4016;2010-12-29;29;12;2010
4017;2010-12-30;30;12;2010
4018;2010-12-31;31;12;2010
4019;2011-01-01;1;1;2011
4020;2011-01-02;2;1;2011
4021;2011-01-03;3;1;2011
4022;2011-01-04;4;1;2011
4023;2011-01-05;5;1;2011
4024;2011-01-06;6;1;2011
4025;2011-01-07;7;1;2011
4026;2011-01-08;8;1;2011
4027;2011-01-09;9;1;2011
4028;2011-01-10;10;1;2011
4029;2011-01-11;11;1;2011
4030;2011-01-12;12;1;2011
4031;2011-01-13;13;1;2011
4032;2011-01-14;14;1;2011
4033;2011-01-15;15;1;2011
4034;2011-01-16;16;1;2011
4035;2011-01-17;17;1;2011
4036;2011-01-18;18;1;2011
4037;2011-01-19;19;1;2011
4038;2011-01-20;20;1;2011
4039;2011-01-21;21;1;2011
4040;2011-01-22;22;1;2011
4041;2011-01-23;23;1;2011
4042;2011-01-24;24;1;2011
4043;2011-01-25;25;1;2011
4044;2011-01-26;26;1;2011
4045;2011-01-27;27;1;2011
4046;2011-01-28;28;1;2011
4047;2011-01-29;29;1;2011
4048;2011-01-30;30;1;2011
4049;2011-01-31;31;1;2011
4050;2011-02-01;1;2;2011
4051;2011-02-02;2;2;2011
4052;2011-02-03;3;2;2011
4053;2011-02-04;4;2;2011
4054;2011-02-05;5;2;2011
4055;2011-02-06;6;2;2011
4056;2011-02-07;7;2;2011
4057;2011-02-08;8;2;2011
4058;2011-02-09;9;2;2011
4059;2011-02-10;10;2;2011
4060;2011-02-11;11;2;2011
4061;2011-02-12;12;2;2011
4062;2011-02-13;13;2;2011
4063;2011-02-14;14;2;2011
4064;2011-02-15;15;2;2011
4065;2011-02-16;16;2;2011
4066;2011-02-17;17;2;2011
4067;2011-02-18;18;2;2011
4068;2011-02-19;19;2;2011
4069;2011-02-20;20;2;2011
4070;2011-02-21;21;2;2011
4071;2011-02-22;22;2;2011
4072;2011-02-23;23;2;2011
4073;2011-02-24;24;2;2011
4074;2011-02-25;25;2;2011
4075;2011-02-26;26;2;2011
4076;2011-02-27;27;2;2011
4077;2011-02-28;28;2;2011
4078;2011-03-01;1;3;2011
4079;2011-03-02;2;3;2011
4080;2011-03-03;3;3;2011
4081;2011-03-04;4;3;2011
4082;2011-03-05;5;3;2011
4083;2011-03-06;6;3;2011
4084;2011-03-07;7;3;2011
4085;2011-03-08;8;3;2011
4086;2011-03-09;9;3;2011
4087;2011-03-10;10;3;2011
4088;2011-03-11;11;3;2011
4089;2011-03-12;12;3;2011
4090;2011-03-13;13;3;2011
4091;2011-03-14;14;3;2011
4092;2011-03-15;15;3;2011
4093;2011-03-16;16;3;2011
4094;2011-03-17;17;3;2011
4095;2011-03-18;18;3;2011
4096;2011-03-19;19;3;2011
4097;2011-03-20;20;3;2011
4098;2011-03-21;21;3;2011
4099;2011-03-22;22;3;2011
4100;2011-03-23;23;3;2011
4101;2011-03-24;24;3;2011
4102;2011-03-25;25;3;2011
4103;2011-03-26;26;3;2011
4104;2011-03-27;27;3;2011
4105;2011-03-28;28;3;2011
4106;2011-03-29;29;3;2011
4107;2011-03-30;30;3;2011
4108;2011-03-31;31;3;2011
4109;2011-04-01;1;4;2011
4110;2011-04-02;2;4;2011
4111;2011-04-03;3;4;2011
4112;2011-04-04;4;4;2011
4113;2011-04-05;5;4;2011
4114;2011-04-06;6;4;2011
4115;2011-04-07;7;4;2011
4116;2011-04-08;8;4;2011
4117;2011-04-09;9;4;2011
4118;2011-04-10;10;4;2011
4119;2011-04-11;11;4;2011
4120;2011-04-12;12;4;2011
4121;2011-04-13;13;4;2011
4122;2011-04-14;14;4;2011
4123;2011-04-15;15;4;2011
4124;2011-04-16;16;4;2011
4125;2011-04-17;17;4;2011
4126;2011-04-18;18;4;2011
4127;2011-04-19;19;4;2011
4128;2011-04-20;20;4;2011
4129;2011-04-21;21;4;2011
4130;2011-04-22;22;4;2011
4131;2011-04-23;23;4;2011
4132;2011-04-24;24;4;2011
4133;2011-04-25;25;4;2011
4134;2011-04-26;26;4;2011
4135;2011-04-27;27;4;2011
4136;2011-04-28;28;4;2011
4137;2011-04-29;29;4;2011
4138;2011-04-30;30;4;2011
4139;2011-05-01;1;5;2011
4140;2011-05-02;2;5;2011
4141;2011-05-03;3;5;2011
4142;2011-05-04;4;5;2011
4143;2011-05-05;5;5;2011
4144;2011-05-06;6;5;2011
4145;2011-05-07;7;5;2011
4146;2011-05-08;8;5;2011
4147;2011-05-09;9;5;2011
4148;2011-05-10;10;5;2011
4149;2011-05-11;11;5;2011
4150;2011-05-12;12;5;2011
4151;2011-05-13;13;5;2011
4152;2011-05-14;14;5;2011
4153;2011-05-15;15;5;2011
4154;2011-05-16;16;5;2011
4155;2011-05-17;17;5;2011
4156;2011-05-18;18;5;2011
4157;2011-05-19;19;5;2011
4158;2011-05-20;20;5;2011
4159;2011-05-21;21;5;2011
4160;2011-05-22;22;5;2011
4161;2011-05-23;23;5;2011
4162;2011-05-24;24;5;2011
4163;2011-05-25;25;5;2011
4164;2011-05-26;26;5;2011
4165;2011-05-27;27;5;2011
4166;2011-05-28;28;5;2011
4167;2011-05-29;29;5;2011
4168;2011-05-30;30;5;2011
4169;2011-05-31;31;5;2011
4170;2011-06-01;1;6;2011
4171;2011-06-02;2;6;2011
4172;2011-06-03;3;6;2011
4173;2011-06-04;4;6;2011
4174;2011-06-05;5;6;2011
4175;2011-06-06;6;6;2011
4176;2011-06-07;7;6;2011
4177;2011-06-08;8;6;2011
4178;2011-06-09;9;6;2011
4179;2011-06-10;10;6;2011
4180;2011-06-11;11;6;2011
4181;2011-06-12;12;6;2011
4182;2011-06-13;13;6;2011
4183;2011-06-14;14;6;2011
4184;2011-06-15;15;6;2011
4185;2011-06-16;16;6;2011
4186;2011-06-17;17;6;2011
4187;2011-06-18;18;6;2011
4188;2011-06-19;19;6;2011
4189;2011-06-20;20;6;2011
4190;2011-06-21;21;6;2011
4191;2011-06-22;22;6;2011
4192;2011-06-23;23;6;2011
4193;2011-06-24;24;6;2011
4194;2011-06-25;25;6;2011
4195;2011-06-26;26;6;2011
4196;2011-06-27;27;6;2011
4197;2011-06-28;28;6;2011
4198;2011-06-29;29;6;2011
4199;2011-06-30;30;6;2011
4200;2011-07-01;1;7;2011
4201;2011-07-02;2;7;2011
4202;2011-07-03;3;7;2011
4203;2011-07-04;4;7;2011
4204;2011-07-05;5;7;2011
4205;2011-07-06;6;7;2011
4206;2011-07-07;7;7;2011
4207;2011-07-08;8;7;2011
4208;2011-07-09;9;7;2011
4209;2011-07-10;10;7;2011
4210;2011-07-11;11;7;2011
4211;2011-07-12;12;7;2011
4212;2011-07-13;13;7;2011
4213;2011-07-14;14;7;2011
4214;2011-07-15;15;7;2011
4215;2011-07-16;16;7;2011
4216;2011-07-17;17;7;2011
4217;2011-07-18;18;7;2011
4218;2011-07-19;19;7;2011
4219;2011-07-20;20;7;2011
4220;2011-07-21;21;7;2011
4221;2011-07-22;22;7;2011
4222;2011-07-23;23;7;2011
4223;2011-07-24;24;7;2011
4224;2011-07-25;25;7;2011
4225;2011-07-26;26;7;2011
4226;2011-07-27;27;7;2011
4227;2011-07-28;28;7;2011
4228;2011-07-29;29;7;2011
4229;2011-07-30;30;7;2011
4230;2011-07-31;31;7;2011
4231;2011-08-01;1;8;2011
4232;2011-08-02;2;8;2011
4233;2011-08-03;3;8;2011
4234;2011-08-04;4;8;2011
4235;2011-08-05;5;8;2011
4236;2011-08-06;6;8;2011
4237;2011-08-07;7;8;2011
4238;2011-08-08;8;8;2011
4239;2011-08-09;9;8;2011
4240;2011-08-10;10;8;2011
4241;2011-08-11;11;8;2011
4242;2011-08-12;12;8;2011
4243;2011-08-13;13;8;2011
4244;2011-08-14;14;8;2011
4245;2011-08-15;15;8;2011
4246;2011-08-16;16;8;2011
4247;2011-08-17;17;8;2011
4248;2011-08-18;18;8;2011
4249;2011-08-19;19;8;2011
4250;2011-08-20;20;8;2011
4251;2011-08-21;21;8;2011
4252;2011-08-22;22;8;2011
4253;2011-08-23;23;8;2011
4254;2011-08-24;24;8;2011
4255;2011-08-25;25;8;2011
4256;2011-08-26;26;8;2011
4257;2011-08-27;27;8;2011
4258;2011-08-28;28;8;2011
4259;2011-08-29;29;8;2011
4260;2011-08-30;30;8;2011
4261;2011-08-31;31;8;2011
4262;2011-09-01;1;9;2011
4263;2011-09-02;2;9;2011
4264;2011-09-03;3;9;2011
4265;2011-09-04;4;9;2011
4266;2011-09-05;5;9;2011
4267;2011-09-06;6;9;2011
4268;2011-09-07;7;9;2011
4269;2011-09-08;8;9;2011
4270;2011-09-09;9;9;2011
4271;2011-09-10;10;9;2011
4272;2011-09-11;11;9;2011
4273;2011-09-12;12;9;2011
4274;2011-09-13;13;9;2011
4275;2011-09-14;14;9;2011
4276;2011-09-15;15;9;2011
4277;2011-09-16;16;9;2011
4278;2011-09-17;17;9;2011
4279;2011-09-18;18;9;2011
4280;2011-09-19;19;9;2011
4281;2011-09-20;20;9;2011
4282;2011-09-21;21;9;2011
4283;2011-09-22;22;9;2011
4284;2011-09-23;23;9;2011
4285;2011-09-24;24;9;2011
4286;2011-09-25;25;9;2011
4287;2011-09-26;26;9;2011
4288;2011-09-27;27;9;2011
4289;2011-09-28;28;9;2011
4290;2011-09-29;29;9;2011
4291;2011-09-30;30;9;2011
4292;2011-10-01;1;10;2011
4293;2011-10-02;2;10;2011
4294;2011-10-03;3;10;2011
4295;2011-10-04;4;10;2011
4296;2011-10-05;5;10;2011
4297;2011-10-06;6;10;2011
4298;2011-10-07;7;10;2011
4299;2011-10-08;8;10;2011
4300;2011-10-09;9;10;2011
4301;2011-10-10;10;10;2011
4302;2011-10-11;11;10;2011
4303;2011-10-12;12;10;2011
4304;2011-10-13;13;10;2011
4305;2011-10-14;14;10;2011
4306;2011-10-15;15;10;2011
4307;2011-10-16;16;10;2011
4308;2011-10-17;17;10;2011
4309;2011-10-18;18;10;2011
4310;2011-10-19;19;10;2011
4311;2011-10-20;20;10;2011
4312;2011-10-21;21;10;2011
4313;2011-10-22;22;10;2011
4314;2011-10-23;23;10;2011
4315;2011-10-24;24;10;2011
4316;2011-10-25;25;10;2011
4317;2011-10-26;26;10;2011
4318;2011-10-27;27;10;2011
4319;2011-10-28;28;10;2011
4320;2011-10-29;29;10;2011
4321;2011-10-30;30;10;2011
4322;2011-10-31;31;10;2011
4323;2011-11-01;1;11;2011
4324;2011-11-02;2;11;2011
4325;2011-11-03;3;11;2011
4326;2011-11-04;4;11;2011
4327;2011-11-05;5;11;2011
4328;2011-11-06;6;11;2011
4329;2011-11-07;7;11;2011
4330;2011-11-08;8;11;2011
4331;2011-11-09;9;11;2011
4332;2011-11-10;10;11;2011
4333;2011-11-11;11;11;2011
4334;2011-11-12;12;11;2011
4335;2011-11-13;13;11;2011
4336;2011-11-14;14;11;2011
4337;2011-11-15;15;11;2011
4338;2011-11-16;16;11;2011
4339;2011-11-17;17;11;2011
4340;2011-11-18;18;11;2011
4341;2011-11-19;19;11;2011
4342;2011-11-20;20;11;2011
4343;2011-11-21;21;11;2011
4344;2011-11-22;22;11;2011
4345;2011-11-23;23;11;2011
4346;2011-11-24;24;11;2011
4347;2011-11-25;25;11;2011
4348;2011-11-26;26;11;2011
4349;2011-11-27;27;11;2011
4350;2011-11-28;28;11;2011
4351;2011-11-29;29;11;2011
4352;2011-11-30;30;11;2011
4353;2011-12-01;1;12;2011
4354;2011-12-02;2;12;2011
4355;2011-12-03;3;12;2011
4356;2011-12-04;4;12;2011
4357;2011-12-05;5;12;2011
4358;2011-12-06;6;12;2011
4359;2011-12-07;7;12;2011
4360;2011-12-08;8;12;2011
4361;2011-12-09;9;12;2011
4362;2011-12-10;10;12;2011
4363;2011-12-11;11;12;2011
4364;2011-12-12;12;12;2011
4365;2011-12-13;13;12;2011
4366;2011-12-14;14;12;2011
4367;2011-12-15;15;12;2011
4368;2011-12-16;16;12;2011
4369;2011-12-17;17;12;2011
4370;2011-12-18;18;12;2011
4371;2011-12-19;19;12;2011
4372;2011-12-20;20;12;2011
4373;2011-12-21;21;12;2011
4374;2011-12-22;22;12;2011
4375;2011-12-23;23;12;2011
4376;2011-12-24;24;12;2011
4377;2011-12-25;25;12;2011
4378;2011-12-26;26;12;2011
4379;2011-12-27;27;12;2011
4380;2011-12-28;28;12;2011
4381;2011-12-29;29;12;2011
4382;2011-12-30;30;12;2011
4383;2011-12-31;31;12;2011
4384;2012-01-01;1;1;2012
4385;2012-01-02;2;1;2012
4386;2012-01-03;3;1;2012
4387;2012-01-04;4;1;2012
4388;2012-01-05;5;1;2012
4389;2012-01-06;6;1;2012
4390;2012-01-07;7;1;2012
4391;2012-01-08;8;1;2012
4392;2012-01-09;9;1;2012
4393;2012-01-10;10;1;2012
4394;2012-01-11;11;1;2012
4395;2012-01-12;12;1;2012
4396;2012-01-13;13;1;2012
4397;2012-01-14;14;1;2012
4398;2012-01-15;15;1;2012
4399;2012-01-16;16;1;2012
4400;2012-01-17;17;1;2012
4401;2012-01-18;18;1;2012
4402;2012-01-19;19;1;2012
4403;2012-01-20;20;1;2012
4404;2012-01-21;21;1;2012
4405;2012-01-22;22;1;2012
4406;2012-01-23;23;1;2012
4407;2012-01-24;24;1;2012
4408;2012-01-25;25;1;2012
4409;2012-01-26;26;1;2012
4410;2012-01-27;27;1;2012
4411;2012-01-28;28;1;2012
4412;2012-01-29;29;1;2012
4413;2012-01-30;30;1;2012
4414;2012-01-31;31;1;2012
4415;2012-02-01;1;2;2012
4416;2012-02-02;2;2;2012
4417;2012-02-03;3;2;2012
4418;2012-02-04;4;2;2012
4419;2012-02-05;5;2;2012
4420;2012-02-06;6;2;2012
4421;2012-02-07;7;2;2012
4422;2012-02-08;8;2;2012
4423;2012-02-09;9;2;2012
4424;2012-02-10;10;2;2012
4425;2012-02-11;11;2;2012
4426;2012-02-12;12;2;2012
4427;2012-02-13;13;2;2012
4428;2012-02-14;14;2;2012
4429;2012-02-15;15;2;2012
4430;2012-02-16;16;2;2012
4431;2012-02-17;17;2;2012
4432;2012-02-18;18;2;2012
4433;2012-02-19;19;2;2012
4434;2012-02-20;20;2;2012
4435;2012-02-21;21;2;2012
4436;2012-02-22;22;2;2012
4437;2012-02-23;23;2;2012
4438;2012-02-24;24;2;2012
4439;2012-02-25;25;2;2012
4440;2012-02-26;26;2;2012
4441;2012-02-27;27;2;2012
4442;2012-02-28;28;2;2012
4443;2012-02-29;29;2;2012
4444;2012-03-01;1;3;2012
4445;2012-03-02;2;3;2012
4446;2012-03-03;3;3;2012
4447;2012-03-04;4;3;2012
4448;2012-03-05;5;3;2012
4449;2012-03-06;6;3;2012
4450;2012-03-07;7;3;2012
4451;2012-03-08;8;3;2012
4452;2012-03-09;9;3;2012
4453;2012-03-10;10;3;2012
4454;2012-03-11;11;3;2012
4455;2012-03-12;12;3;2012
4456;2012-03-13;13;3;2012
4457;2012-03-14;14;3;2012
4458;2012-03-15;15;3;2012
4459;2012-03-16;16;3;2012
4460;2012-03-17;17;3;2012
4461;2012-03-18;18;3;2012
4462;2012-03-19;19;3;2012
4463;2012-03-20;20;3;2012
4464;2012-03-21;21;3;2012
4465;2012-03-22;22;3;2012
4466;2012-03-23;23;3;2012
4467;2012-03-24;24;3;2012
4468;2012-03-25;25;3;2012
4469;2012-03-26;26;3;2012
4470;2012-03-27;27;3;2012
4471;2012-03-28;28;3;2012
4472;2012-03-29;29;3;2012
4473;2012-03-30;30;3;2012
4474;2012-03-31;31;3;2012
4475;2012-04-01;1;4;2012
4476;2012-04-02;2;4;2012
4477;2012-04-03;3;4;2012
4478;2012-04-04;4;4;2012
4479;2012-04-05;5;4;2012
4480;2012-04-06;6;4;2012
4481;2012-04-07;7;4;2012
4482;2012-04-08;8;4;2012
4483;2012-04-09;9;4;2012
4484;2012-04-10;10;4;2012
4485;2012-04-11;11;4;2012
4486;2012-04-12;12;4;2012
4487;2012-04-13;13;4;2012
4488;2012-04-14;14;4;2012
4489;2012-04-15;15;4;2012
4490;2012-04-16;16;4;2012
4491;2012-04-17;17;4;2012
4492;2012-04-18;18;4;2012
4493;2012-04-19;19;4;2012
4494;2012-04-20;20;4;2012
4495;2012-04-21;21;4;2012
4496;2012-04-22;22;4;2012
4497;2012-04-23;23;4;2012
4498;2012-04-24;24;4;2012
4499;2012-04-25;25;4;2012
4500;2012-04-26;26;4;2012
4501;2012-04-27;27;4;2012
4502;2012-04-28;28;4;2012
4503;2012-04-29;29;4;2012
4504;2012-04-30;30;4;2012
4505;2012-05-01;1;5;2012
4506;2012-05-02;2;5;2012
4507;2012-05-03;3;5;2012
4508;2012-05-04;4;5;2012
4509;2012-05-05;5;5;2012
4510;2012-05-06;6;5;2012
4511;2012-05-07;7;5;2012
4512;2012-05-08;8;5;2012
4513;2012-05-09;9;5;2012
4514;2012-05-10;10;5;2012
4515;2012-05-11;11;5;2012
4516;2012-05-12;12;5;2012
4517;2012-05-13;13;5;2012
4518;2012-05-14;14;5;2012
4519;2012-05-15;15;5;2012
4520;2012-05-16;16;5;2012
4521;2012-05-17;17;5;2012
4522;2012-05-18;18;5;2012
4523;2012-05-19;19;5;2012
4524;2012-05-20;20;5;2012
4525;2012-05-21;21;5;2012
4526;2012-05-22;22;5;2012
4527;2012-05-23;23;5;2012
4528;2012-05-24;24;5;2012
4529;2012-05-25;25;5;2012
4530;2012-05-26;26;5;2012
4531;2012-05-27;27;5;2012
4532;2012-05-28;28;5;2012
4533;2012-05-29;29;5;2012
4534;2012-05-30;30;5;2012
4535;2012-05-31;31;5;2012
4536;2012-06-01;1;6;2012
4537;2012-06-02;2;6;2012
4538;2012-06-03;3;6;2012
4539;2012-06-04;4;6;2012
4540;2012-06-05;5;6;2012
4541;2012-06-06;6;6;2012
4542;2012-06-07;7;6;2012
4543;2012-06-08;8;6;2012
4544;2012-06-09;9;6;2012
4545;2012-06-10;10;6;2012
4546;2012-06-11;11;6;2012
4547;2012-06-12;12;6;2012
4548;2012-06-13;13;6;2012
4549;2012-06-14;14;6;2012
4550;2012-06-15;15;6;2012
4551;2012-06-16;16;6;2012
4552;2012-06-17;17;6;2012
4553;2012-06-18;18;6;2012
4554;2012-06-19;19;6;2012
4555;2012-06-20;20;6;2012
4556;2012-06-21;21;6;2012
4557;2012-06-22;22;6;2012
4558;2012-06-23;23;6;2012
4559;2012-06-24;24;6;2012
4560;2012-06-25;25;6;2012
4561;2012-06-26;26;6;2012
4562;2012-06-27;27;6;2012
4563;2012-06-28;28;6;2012
4564;2012-06-29;29;6;2012
4565;2012-06-30;30;6;2012
4566;2012-07-01;1;7;2012
4567;2012-07-02;2;7;2012
4568;2012-07-03;3;7;2012
4569;2012-07-04;4;7;2012
4570;2012-07-05;5;7;2012
4571;2012-07-06;6;7;2012
4572;2012-07-07;7;7;2012
4573;2012-07-08;8;7;2012
4574;2012-07-09;9;7;2012
4575;2012-07-10;10;7;2012
4576;2012-07-11;11;7;2012
4577;2012-07-12;12;7;2012
4578;2012-07-13;13;7;2012
4579;2012-07-14;14;7;2012
4580;2012-07-15;15;7;2012
4581;2012-07-16;16;7;2012
4582;2012-07-17;17;7;2012
4583;2012-07-18;18;7;2012
4584;2012-07-19;19;7;2012
4585;2012-07-20;20;7;2012
4586;2012-07-21;21;7;2012
4587;2012-07-22;22;7;2012
4588;2012-07-23;23;7;2012
4589;2012-07-24;24;7;2012
4590;2012-07-25;25;7;2012
4591;2012-07-26;26;7;2012
4592;2012-07-27;27;7;2012
4593;2012-07-28;28;7;2012
4594;2012-07-29;29;7;2012
4595;2012-07-30;30;7;2012
4596;2012-07-31;31;7;2012
4597;2012-08-01;1;8;2012
4598;2012-08-02;2;8;2012
4599;2012-08-03;3;8;2012
4600;2012-08-04;4;8;2012
4601;2012-08-05;5;8;2012
4602;2012-08-06;6;8;2012
4603;2012-08-07;7;8;2012
4604;2012-08-08;8;8;2012
4605;2012-08-09;9;8;2012
4606;2012-08-10;10;8;2012
4607;2012-08-11;11;8;2012
4608;2012-08-12;12;8;2012
4609;2012-08-13;13;8;2012
4610;2012-08-14;14;8;2012
4611;2012-08-15;15;8;2012
4612;2012-08-16;16;8;2012
4613;2012-08-17;17;8;2012
4614;2012-08-18;18;8;2012
4615;2012-08-19;19;8;2012
4616;2012-08-20;20;8;2012
4617;2012-08-21;21;8;2012
4618;2012-08-22;22;8;2012
4619;2012-08-23;23;8;2012
4620;2012-08-24;24;8;2012
4621;2012-08-25;25;8;2012
4622;2012-08-26;26;8;2012
4623;2012-08-27;27;8;2012
4624;2012-08-28;28;8;2012
4625;2012-08-29;29;8;2012
4626;2012-08-30;30;8;2012
4627;2012-08-31;31;8;2012
4628;2012-09-01;1;9;2012
4629;2012-09-02;2;9;2012
4630;2012-09-03;3;9;2012
4631;2012-09-04;4;9;2012
4632;2012-09-05;5;9;2012
4633;2012-09-06;6;9;2012
4634;2012-09-07;7;9;2012
4635;2012-09-08;8;9;2012
4636;2012-09-09;9;9;2012
4637;2012-09-10;10;9;2012
4638;2012-09-11;11;9;2012
4639;2012-09-12;12;9;2012
4640;2012-09-13;13;9;2012
4641;2012-09-14;14;9;2012
4642;2012-09-15;15;9;2012
4643;2012-09-16;16;9;2012
4644;2012-09-17;17;9;2012
4645;2012-09-18;18;9;2012
4646;2012-09-19;19;9;2012
4647;2012-09-20;20;9;2012
4648;2012-09-21;21;9;2012
4649;2012-09-22;22;9;2012
4650;2012-09-23;23;9;2012
4651;2012-09-24;24;9;2012
4652;2012-09-25;25;9;2012
4653;2012-09-26;26;9;2012
4654;2012-09-27;27;9;2012
4655;2012-09-28;28;9;2012
4656;2012-09-29;29;9;2012
4657;2012-09-30;30;9;2012
4658;2012-10-01;1;10;2012
4659;2012-10-02;2;10;2012
4660;2012-10-03;3;10;2012
4661;2012-10-04;4;10;2012
4662;2012-10-05;5;10;2012
4663;2012-10-06;6;10;2012
4664;2012-10-07;7;10;2012
4665;2012-10-08;8;10;2012
4666;2012-10-09;9;10;2012
4667;2012-10-10;10;10;2012
4668;2012-10-11;11;10;2012
4669;2012-10-12;12;10;2012
4670;2012-10-13;13;10;2012
4671;2012-10-14;14;10;2012
4672;2012-10-15;15;10;2012
4673;2012-10-16;16;10;2012
4674;2012-10-17;17;10;2012
4675;2012-10-18;18;10;2012
4676;2012-10-19;19;10;2012
4677;2012-10-20;20;10;2012
4678;2012-10-21;21;10;2012
4679;2012-10-22;22;10;2012
4680;2012-10-23;23;10;2012
4681;2012-10-24;24;10;2012
4682;2012-10-25;25;10;2012
4683;2012-10-26;26;10;2012
4684;2012-10-27;27;10;2012
4685;2012-10-28;28;10;2012
4686;2012-10-29;29;10;2012
4687;2012-10-30;30;10;2012
4688;2012-10-31;31;10;2012
4689;2012-11-01;1;11;2012
4690;2012-11-02;2;11;2012
4691;2012-11-03;3;11;2012
4692;2012-11-04;4;11;2012
4693;2012-11-05;5;11;2012
4694;2012-11-06;6;11;2012
4695;2012-11-07;7;11;2012
4696;2012-11-08;8;11;2012
4697;2012-11-09;9;11;2012
4698;2012-11-10;10;11;2012
4699;2012-11-11;11;11;2012
4700;2012-11-12;12;11;2012
4701;2012-11-13;13;11;2012
4702;2012-11-14;14;11;2012
4703;2012-11-15;15;11;2012
4704;2012-11-16;16;11;2012
4705;2012-11-17;17;11;2012
4706;2012-11-18;18;11;2012
4707;2012-11-19;19;11;2012
4708;2012-11-20;20;11;2012
4709;2012-11-21;21;11;2012
4710;2012-11-22;22;11;2012
4711;2012-11-23;23;11;2012
4712;2012-11-24;24;11;2012
4713;2012-11-25;25;11;2012
4714;2012-11-26;26;11;2012
4715;2012-11-27;27;11;2012
4716;2012-11-28;28;11;2012
4717;2012-11-29;29;11;2012
4718;2012-11-30;30;11;2012
4719;2012-12-01;1;12;2012
4720;2012-12-02;2;12;2012
4721;2012-12-03;3;12;2012
4722;2012-12-04;4;12;2012
4723;2012-12-05;5;12;2012
4724;2012-12-06;6;12;2012
4725;2012-12-07;7;12;2012
4726;2012-12-08;8;12;2012
4727;2012-12-09;9;12;2012
4728;2012-12-10;10;12;2012
4729;2012-12-11;11;12;2012
4730;2012-12-12;12;12;2012
4731;2012-12-13;13;12;2012
4732;2012-12-14;14;12;2012
4733;2012-12-15;15;12;2012
4734;2012-12-16;16;12;2012
4735;2012-12-17;17;12;2012
4736;2012-12-18;18;12;2012
4737;2012-12-19;19;12;2012
4738;2012-12-20;20;12;2012
4739;2012-12-21;21;12;2012
4740;2012-12-22;22;12;2012
4741;2012-12-23;23;12;2012
4742;2012-12-24;24;12;2012
4743;2012-12-25;25;12;2012
4744;2012-12-26;26;12;2012
4745;2012-12-27;27;12;2012
4746;2012-12-28;28;12;2012
4747;2012-12-29;29;12;2012
4748;2012-12-30;30;12;2012
4749;2012-12-31;31;12;2012
4750;2013-01-01;1;1;2013
4751;2013-01-02;2;1;2013
4752;2013-01-03;3;1;2013
4753;2013-01-04;4;1;2013
4754;2013-01-05;5;1;2013
4755;2013-01-06;6;1;2013
4756;2013-01-07;7;1;2013
4757;2013-01-08;8;1;2013
4758;2013-01-09;9;1;2013
4759;2013-01-10;10;1;2013
4760;2013-01-11;11;1;2013
4761;2013-01-12;12;1;2013
4762;2013-01-13;13;1;2013
4763;2013-01-14;14;1;2013
4764;2013-01-15;15;1;2013
4765;2013-01-16;16;1;2013
4766;2013-01-17;17;1;2013
4767;2013-01-18;18;1;2013
4768;2013-01-19;19;1;2013
4769;2013-01-20;20;1;2013
4770;2013-01-21;21;1;2013
4771;2013-01-22;22;1;2013
4772;2013-01-23;23;1;2013
4773;2013-01-24;24;1;2013
4774;2013-01-25;25;1;2013
4775;2013-01-26;26;1;2013
4776;2013-01-27;27;1;2013
4777;2013-01-28;28;1;2013
4778;2013-01-29;29;1;2013
4779;2013-01-30;30;1;2013
4780;2013-01-31;31;1;2013
4781;2013-02-01;1;2;2013
4782;2013-02-02;2;2;2013
4783;2013-02-03;3;2;2013
4784;2013-02-04;4;2;2013
4785;2013-02-05;5;2;2013
4786;2013-02-06;6;2;2013
4787;2013-02-07;7;2;2013
4788;2013-02-08;8;2;2013
4789;2013-02-09;9;2;2013
4790;2013-02-10;10;2;2013
4791;2013-02-11;11;2;2013
4792;2013-02-12;12;2;2013
4793;2013-02-13;13;2;2013
4794;2013-02-14;14;2;2013
4795;2013-02-15;15;2;2013
4796;2013-02-16;16;2;2013
4797;2013-02-17;17;2;2013
4798;2013-02-18;18;2;2013
